ID,Incident Number,Court Number,Arrest Date,Filed Case Type,List of Filed Charges,Crime Type,Crime Description,Type
58535,190287019,19006326,2019/04/22,Misdemeanor,",166(a)(4),245(A)4,245(a)(4),245A4,69(A),",ASLT,Assault-Misdemean,New Filing
58536,190286776,19006325,2019/04/22,Felony,",487(A),496(A),",THFT,Theft-Non Auto,New Filing
58537,190287025,19006331,2019/04/22,Felony,",12022.1(b),484E(C),484e(c),530.5(A),530.5C2,530.5C3,",FRD,Fraud-Other,New Filing
58538,190286914,19006336,2019/04/22,Felony,",148(A)1,186.22(a),186.22(b)(1),186.22A,20002(A),20002(a),245(A)1,245(a)(1),2800.2(a),2800.2A,459,466,496(A),636.5,",BURA,Burglary-Auto,New Filing
58539,190286914,19006348,2019/04/22,Felony,",148(A)1,186.22(a),186.22(b)(1),186.22A,459,466,496(A),",BURA,Burglary-Auto,New Filing
58540,190286237,19006429,2019/04/22,Misdemeanor,",148(A)1,273.5(a),273.5A,273A(B),273a(b),",ASLT,Assault-Misdemean,New Filing
58541,190287702,2515877,2019/04/22,Misdemeanor,",22450(a),23152(B),23152(a),23152A,23222(A),23222(a),23538(b)(2),23578,",DUI,DUI,New Filing
58542,190284758,2516063,2019/04/22,Misdemeanor,",14601.1(a),16028(C),20002(A),22350,",HIT,Hit and Run,New Filing
58543,190286635,2516143,2019/04/22,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
58691,150191604,15005162,2019/04/22,MTR,",459,",BURR,Burglary-Resident,Motion to Revoke
58693,150554820,15014215,2019/04/22,MTR,",459,466,",BURA,Burglary-Auto,Motion to Revoke
58704,160617139,16014063,2019/04/22,MTR,",211,459,664/211,",ROB2,Robbery 2nd Degre,Motion to Revoke
58724,170345079,17006325,2019/04/22,MTR,",459.5(A),490.2(A),490.2(a),",THFT,Theft- Non-Auto,Motion to Revoke
58731,170473915,17008590,2019/04/22,MTR,",459,487(A),487(a),496(A),",BURA,Burglary-Auto,Motion to Revoke
58760,180302326,18006358,2019/04/22,MTR,",459,466,602.5(a),602.5A,667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
58775,Z20180701-18010060,18010060,2019/04/22,MTR,",10851(A),12022(b)(1),215(A),215(a),236,496D(A),664/211,",CJAC,Carjacking,Motion to Revoke
58797,180870646,18017990,2019/04/22,MTR,",11351,11351.5,11364(A),11378,12022.1(b),166(A)4,182(A)1,",DRUG,Narcotics,Motion to Revoke
58544,190289247,19006379,2019/04/23,Felony,",11351.5,11352(A),11352(a),",DRUG,Narcotics,New Filing
58545,190289623,19006391,2019/04/23,Felony,",11351,12022.1(b),12022.1,",DRUG,Narcotics,New Filing
58546,190269211,19005901,2019/04/23,Felony,",11351,12022.1(b),166(A)4,",DRUG,Narcotics,New Filing
58547,Z20190423-19006353,19006353,2019/04/23,Misdemeanor,",166(A)4,",STAY,Stay Away Violati,New Filing
58548,190289764,19006396,2019/04/23,Felony,",11351,11351.5,148(A)1,148.9(A),166(A)4,",DRUG,Narcotics,New Filing
58549,190290379,2515824,2019/04/23,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
58550,190288346,19006358,2019/04/23,Felony,",459,594(B)1,",VAN,Vandalism,New Filing
58551,190287978,19006359,2019/04/23,Felony,",459,466,496(A),",BURC,Burglary-Commerci,New Filing
58552,190287978,19006352,2019/04/23,Felony,",148.9(A),459,496(A),",BURC,Burglary-Commerci,New Filing
58553,190288647,19006366,2019/04/23,Felony,",11377(A),487(A),",THFT,Theft-Non Auto,New Filing
58554,190288647,19006367,2019/04/23,Felony,",487(A),",THFT,Theft-Non Auto,New Filing
58555,190289043,19006377,2019/04/23,Felony,",11364(A),12022.1(b),459,",BURA,Burglary-Auto,New Filing
58556,190288158,19006357,2019/04/23,Felony,",11351,11351.5,",DRUG,Narcotics,New Filing
58557,190288158,19006356,2019/04/23,Felony,",11351,11351.5,11378,32,",DRUG,Narcotics,New Filing
58558,180971216,19006398,2019/04/23,Felony,",12022.1(b),12500(a),148(a)(1),20001(a),20002(a),459,496(a),",BURA,Burglary-Auto,New Filing
58559,190289827,19006395,2019/04/23,Felony,",25850(A),29800A1,30305(a)(1),30305A1,",GUN,Gun-Felony,New Filing
58560,Z20190423-19006340,19006340,2019/04/23,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
58561,Z20190423-19006347,19006347,2019/04/23,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
58721,170334981,17006147,2019/04/23,MTR,",21310,314(1),",IE,Indecent Exposure,Motion to Revoke
58748,180074989,18001578,2019/04/23,MTR,",11351,11378,",DRUG,Narcotics,Motion to Revoke
58757,180244364,18005898,2019/04/23,MTR,",12022.1(b),459,487(A),",THFT,Theft-Non Auto,Motion to Revoke
58562,190290595,19006409,2019/04/24,Misdemeanor,",273.5(a),273.5A,",ASLT,Assault-Misdemean,New Filing
58563,190291872,19006445,2019/04/24,Felony,",12022(b)(1),422,422.75(a),594B2A,",HATE,Hate Crimes,New Filing
58564,190076339,19006455,2019/04/24,Felony,",594(B)1,",VAN,Vandalism,New Filing
58565,190292591,19006449,2019/04/24,Felony,",12022.1(b),12022.1,23920,29800A1,30305A1,",GUN,Gun-Felony,New Filing
58566,190244683,19006448,2019/04/24,Felony,",182(A)1,243.35(a),243.35A,245(A)1,245(A)4,273A(A),664/211,",ROB2,Robbery 2nd Degre,New Filing
58567,190291628,19006426,2019/04/24,Misdemeanor,",242,602(T)1,602.1(A),",OTHM,Other-Misdemeanor,New Filing
58568,190291054,19006414,2019/04/24,Felony,",10851(A),496D(A),",AUTO,Auto Theft,New Filing
58569,190291816,19006444,2019/04/24,Misdemeanor,",11377(A),",DRUG,Narcotics,New Filing
58570,190292632,19006450,2019/04/24,Felony,",11350(A),11377(A),11377(a),30305A1,",WEA,Weapons-Non-Gun,New Filing
58571,190293470,19006456,2019/04/24,Misdemeanor,",273A(A),273a(a),",CE,Child Endangermen,New Filing
58572,190292278,19006460,2019/04/24,Felony,",10851(A),12500(A),148(A)1,148(a)(1),20002(A),20002(a),215(A),23152(A),23152(F),",CJAC,Carjacking,New Filing
58573,190291208,19006421,2019/04/24,Misdemeanor,",242,273A(B),",CE,Child Endangermen,New Filing
58574,190291640,19006432,2019/04/24,Felony,",11351,11353.6(b),11353.6B,11378,12022.1,166(A)4,",DRUG,Narcotics,New Filing
58575,190204659,19006466,2019/04/24,Felony,",12022.1(b),459,487(A),490.4(a)(2),490.4A,",BURC,Burglary-Commerci,New Filing
58576,Z20190425-19006469,19006469,2019/04/24,Misdemeanor,",148(A)1,243(B),2800(A),422,69(A),69(a),",ASLT,Assault-Misdemean,New Filing
58577,190204659,19006794,2019/04/24,Felony,",12022.1(b),459,487(A),490.4(a)(2),490.4A,",BURC,Burglary-Commerci,New Filing
58578,190290773,19006410,2019/04/24,Misdemeanor,",148(A)1,23103,23152(A),23152(B),23152(b),23577(a),4000(A)1,",DUI,DUI,New Filing
58579,190293000,2516659,2019/04/24,Misdemeanor,",25400A1,25850(A),",GUN,Gun-Misdemeanor,New Filing
58707,160766407,16017174,2019/04/24,MTR,",12022.1(b),459,466,",AUTO,Auto Theft,Motion to Revoke
58709,160938117,16020348,2019/04/24,MTR,",11377(A),148(A)1,459,466,496(A),",BURA,Burglary-Auto,Motion to Revoke
58767,180384493,18008022,2019/04/24,MTR,",459,496(A),",BURA,Burglary-Auto,Motion to Revoke
58781,180553604,18011393,2019/04/24,MTR,",11351,11351.5,11378,1203.07(a)(1),32,",DRUG,Narcotics,Motion to Revoke
58804,70756766,2326383,2019/04/24,MTR,",11352(A),11352(a),1203.073(b)(7),",DRUG,Narcotics,Motion to Revoke
58580,190295658,19006505,2019/04/25,Misdemeanor,",242,",ASLT,Assault-Misdemean,New Filing
58581,190293737,19006485,2019/04/25,Felony,",11350(A),12022.1(b),459,487(A),496(A),",BURC,Burglary-Commerci,New Filing
58582,180496468,19006487,2019/04/25,Felony,",487(A),487(a),",THFT,Theft-Non Auto,New Filing
58583,190264368,19006471,2019/04/25,Felony,",12022.1(b),12022.7(e),245(A)4,273.5(f)(1),273.5F,",ASLT,Assault-Felony,New Filing
58584,190201520,19006483,2019/04/25,Felony,",236,243(D),245(A)4,368(B)1,",ASLT,Assault-Felony,New Filing
58585,190293765,19006478,2019/04/25,Felony,",11364(A),148(A)1,459,466,485,496(A),594(B)1,",BURA,Burglary-Auto,New Filing
58586,190297810,19006490,2019/04/25,Felony,",11379(A),12022.1(b),",DRUG,Narcotics,New Filing
58587,190288998,19006491,2019/04/25,Felony,",10801,496(A),496(a),",AUTO,Auto Theft,New Filing
58588,190288352,19006467,2019/04/25,Felony,",148(A)1,422,",THRE,Threats,New Filing
58589,190295084,19006496,2019/04/25,Misdemeanor,",290.011A,",290,290 Failure to Re,New Filing
58590,190231599,19006519,2019/04/25,Misdemeanor,",166(A)1,166(C)1,166(c)(1),",STAY,Stay Away Violati,New Filing
58591,190213434,19006523,2019/04/25,Felony,",422,602(M),",THRE,Threats,New Filing
58592,190295909,2515886,2019/04/25,Misdemeanor,",459.5,490.2(A),594(A),594(B)(2)(A),",THFT,Theft- Non-Auto,New Filing
58593,190000569,19006462,2019/04/25,Misdemeanor,",23152(B),23152(b),23538(b)(2),23578,",DUI,DUI,New Filing
58594,190293709,19006481,2019/04/25,Misdemeanor,",21658(a),23152(a),23152(b),23154(a),23538(b)(2),23577(a),23578,31,",DUI,DUI,New Filing
58595,190488239,19010513,2019/04/25,Felony,",243(C)2,243(c)(2),69(A),69(a),",OTHF,Other-Felony,New Filing
58692,150450115,15012024,2019/04/25,MTR,",12022.5(a),12022.53(b),211,214.3(A),245(A)2,245(a)(2),245.2,",ROB1,Robbery 1st Degre,Motion to Revoke
58700,160466196,16010837,2019/04/25,MTR,",186.22(a),186.22(b)(1),186.22(d),186.22A,459,484(A),484(a),487(A),487(a),496(A),",BURA,Burglary-Auto,Motion to Revoke
58711,Z20161208-16021382,16021386,2019/04/25,MTR,",211,240,245(A)4,594(B)1,",ROBB,Robbery,Motion to Revoke
58728,170372969,17006825,2019/04/25,MTR,",245(A)1,245(A)4,",ASLT,Assault-Felony,Motion to Revoke
58752,180176933,18003770,2019/04/25,MTR,",459,496(A),530.5(A),",BURC,Burglary-Commerci,Motion to Revoke
58765,180370646,18007748,2019/04/25,MTR,",10852,25400A1,25400A2,25850(A),29800A1,29815(A),459,496(A),",BURA,Burglary-Auto,Motion to Revoke
58790,180755383,18015442,2019/04/25,MTR,",459.5(A),466,594(B)1,594B2A,",VAN,Vandalism,Motion to Revoke
58596,190298317,19006552,2019/04/26,Felony,",11351,11351.5,11378,166(A)4,166(a)(4),182(A)1,",DRUG,Narcotics,New Filing
58597,190298317,19006550,2019/04/26,Felony,",11351,11351.5,11377,11378,182(A)1,",DRUG,Narcotics,New Filing
58598,190296333,19006522,2019/04/26,Felony,",11378,32,",DRUG,Narcotics,New Filing
58599,190297444,19006542,2019/04/26,Felony,",11351.5,11352(A),11352(a),166(A)4,",DRUG,Narcotics,New Filing
58600,190297444,19006543,2019/04/26,Felony,",11351,11351.5,11352(A),",DRUG,Narcotics,New Filing
58601,190297422,19006537,2019/04/26,Felony,",11350(A),11351,11351.5,",DRUG,Narcotics,New Filing
58602,190298555,19006556,2019/04/26,Felony,",12022.1(b),21810,",WEA,Weapons-Non-Gun,New Filing
58603,190296151,19006515,2019/04/26,Misdemeanor,",417(A)1,417(a)(1),422,",THRE,Threats,New Filing
58604,190297290,19006533,2019/04/26,Felony,",11351,11370.1(A),11370.1(a),11379(A),11379(a),29800A1,30305(a)(1),30305A1,",GUN,Gun-Felony,New Filing
58605,190298088,19006548,2019/04/26,Felony,",594(B)1,",VAN,Vandalism,New Filing
58606,190296684,19006529,2019/04/26,Misdemeanor,",236,417(A)1,",OTHM,Other-Misdemeanor,New Filing
58607,190298113,2515885,2019/04/26,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
58608,Z20190427-19006551,19006551,2019/04/26,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
58609,190488239,19010512,2019/04/26,Felony,",242,243(B),243(C)2,243(c)(2),69(A),69(a),",OTHF,Other-Felony,New Filing
58694,150738563,15019010,2019/04/26,MTR,",12022.5(a),236,245(A)2,245(A)4,245(B),245(a)(2),245(a)(4),245(b),273A(A),273a(a),422,459,594(B)1,594(b)(1),",GUN,Gun-Felony,Motion to Revoke
58610,190300536,19006594,2019/04/27,Misdemeanor,",242,422,",THRE,Threats,New Filing
58611,190272537,19006018,2019/04/27,Felony,",594(B)1,594.2(A),",VAN,Vandalism,New Filing
58612,Z20190427-19006564,19006564,2019/04/27,Felony,",487(A),523(A),6126(A),",THFT,Theft-Non Auto,New Filing
58613,190299183,19006567,2019/04/27,Misdemeanor,",273.6(a),273.6A,",STAY,Stay Away Violati,New Filing
58614,190300912,19006603,2019/04/27,Felony,",459,466,496(A),",BURA,Burglary-Auto,New Filing
58615,190300075,19006581,2019/04/27,Felony,",11377,11378,",DRUG,Narcotics,New Filing
58616,190300508,19006582,2019/04/27,Misdemeanor,",273.6(A),",STAY,Stay Away Violati,New Filing
58617,190299644,19006574,2019/04/27,Felony,",459.5(a),459.5A,490.2(a),490.2A,",THFT,Theft-Non Auto,New Filing
58618,190299111,19006565,2019/04/27,Misdemeanor,",243(E)1,422,",THRE,Threats,New Filing
58619,190196432,19006580,2019/04/27,Felony,",459,487(A),490.4(a)(2),490.4A,490.5(A),",BURC,Burglary-Commerci,New Filing
58620,190196432,19006579,2019/04/27,Felony,",459,487(A),490.4(a)(2),490.4A,",BURC,Burglary-Commerci,New Filing
58621,190299105,19006566,2019/04/27,Misdemeanor,",242,490.2(a),490.2A,",THFT,Theft- Non-Auto,New Filing
58622,190300467,19006587,2019/04/27,Felony,",12022.1(b),594(B)1,594(b)(1),594B(2)A,",VAN,Vandalism,New Filing
58623,190298856,19006561,2019/04/27,Felony,",211,496(A),496(a),",ROB2,Robbery 2nd Degre,New Filing
58624,190299923,19006575,2019/04/27,Felony,",12022.1(b),594(B)1,594(b)(1),",VAN,Vandalism,New Filing
58625,190298602,19006554,2019/04/27,Misdemeanor,",12500(A),20001(A),20001(a),",HIT,Hit and Run,New Filing
58626,190272543,19006585,2019/04/27,Felony,",11364(A),11377(A),11377(a),459,466,",BURA,Burglary-Auto,New Filing
58627,190300796,19006589,2019/04/27,Misdemeanor,",314(1),",IE,Indecent Exposure,New Filing
58628,190262760,19006677,2019/04/27,Felony,",10851(A),459,496D(A),496d(a),",BUR,Burglary,New Filing
58629,190299785,2515882,2019/04/27,Misdemeanor,",148(A)1,602,",TRES,Trespass,New Filing
58630,190300558,19006590,2019/04/27,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
58631,190291804,2516266,2019/04/27,Misdemeanor,",11364(A),11364(a),11377(A),11377(a),",DRUG,Narcotics,New Filing
58632,190300003,2516267,2019/04/27,Misdemeanor,",11364(A),11364(a),11377(A),11377(a),32,",DRUG,Narcotics,New Filing
58633,190303201,19006633,2019/04/28,Misdemeanor,",273.6(a),273.6A,",STAY,Stay Away Violati,New Filing
58634,190301697,19006621,2019/04/28,Misdemeanor,",166(C)1,243(E)1,273.6(A),",ASLT,Assault-Misdemean,New Filing
58635,190301471,19006610,2019/04/28,Felony,",459,466,",BURA,Burglary-Auto,New Filing
58636,Z20190428-19006617,19006617,2019/04/28,Misdemeanor,",242,243.35A,314.1,",IE,Indecent Exposure,New Filing
58637,190303342,19006640,2019/04/28,Felony,",459,",BUR,Burglary,New Filing
58638,190303342,19006641,2019/04/28,Felony,",459,",BUR,Burglary,New Filing
58639,190301653,19006620,2019/04/28,Felony,",166(A)4,422,422.75(a),422.75A,",THRE,Threats,New Filing
58640,190298793,19006619,2019/04/28,Felony,",12500(A),20001(A),",HIT,Hit and Run,New Filing
58641,190302623,19006624,2019/04/28,Felony,",243.35A,368(B)1,",ASLT,Assault-Felony,New Filing
58642,190302463,2515872,2019/04/28,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
58643,190000587,19006597,2019/04/28,Misdemeanor,",23152(A),23152(B),23152(b),",DUI,DUI,New Filing
58644,190000585,19006596,2019/04/28,Misdemeanor,",23152(A),23152(B),23152(b),",DUI,DUI,New Filing
58645,190302827,2516050,2019/04/28,Misdemeanor,",23152(A),23152(B),23152(b),",DUI,DUI,New Filing
58646,190000257,19006714,2019/04/29,Felony,",10851(A),12022.1(b),14601.1(A),496(A),496D(A),496d(a),",AUTO,Auto Theft,New Filing
58647,190303546,19006650,2019/04/29,Misdemeanor,",242,243.4E1,490.2(A),496(A),496(a),",SAA,Sexual Assault,New Filing
58648,190304265,19006665,2019/04/29,Felony,",12022.1(b),148(A)1,211,496(A),496(a),",ROB2,Robbery 2nd Degre,New Filing
58649,190303922,19006663,2019/04/29,Felony,",12022.1(b),245(A)4,",ASLT,Assault-Felony,New Filing
58650,190290028,19006669,2019/04/29,Misdemeanor,",166(A),166(A)4,166(C)1,166(a)(4),422,646.9(B),",STAY,Stay Away Violati,New Filing
58651,190305376,19006685,2019/04/29,Felony,",136.1(b)(2),136.1A1,136.1B1,136.1B2,166(C)1,211,243(E)1,243(e)(1),273.5(A),273.6(A),273.6(a),496(A),591.5,",ASLT,Assault-Felony,New Filing
58652,190304594,19006668,2019/04/29,Felony,",242,245(A)1,",ASLT,Assault-Felony,New Filing
58653,190071345,19006664,2019/04/29,Felony,",459,487(A),487(a),594(B)1,",BURC,Burglary-Commerci,New Filing
58654,190303433,19006639,2019/04/29,Felony,",10851(A),14601.1(A),466,496D(A),666.5,",AUTO,Auto Theft,New Filing
58655,190305893,19006696,2019/04/29,Misdemeanor,",148(A)1,69(A),69(a),",OTHM,Other-Misdemeanor,New Filing
58656,190294086,19006679,2019/04/29,Felony,",240,245(A)1,245(A)4,245(a)(1),245(a)(4),422,664/187A,",AHOM,Attempted Homicid,New Filing
58657,190303621,19006684,2019/04/29,Felony,",459,496(A),667.5(c)(21),",BURR,Burglary-Resident,New Filing
58658,190269891,19006694,2019/04/29,Felony,",12022.53(b),245(B),246,246.3(A),25850C6,664/187A,",ASLT,Assault-Felony,New Filing
58659,190301562,19006681,2019/04/29,Felony,",12022(b)(1),12022.7(a),1203(e)(1),245(A)1,422,664/187A,",AHOM,Attempted Homicid,New Filing
58660,190305564,2515925,2019/04/29,Misdemeanor,",11364(A),490.2(A),",THFT,Theft- Non-Auto,New Filing
58661,190305655,2515926,2019/04/29,Misdemeanor,",466,490.2(A),",THFT,Theft- Non-Auto,New Filing
58662,190304986,2515994,2019/04/29,Misdemeanor,",459.5(A),466,490.2(A),",THFT,Theft- Non-Auto,New Filing
58663,190303712,2516299,2019/04/29,Misdemeanor,",242,",ASLT,Assault-Misdemean,New Filing
58689,130983051,13032800,2019/04/29,MTR,",12022.7(a),211,236,243(D),245(A)4,",ASLT,Assault-Felony,Motion to Revoke
58723,Z20170427-17006308,17006308,2019/04/29,MTR,",11364(A),466,487(A),594(B)1,594(b)(1),",THFT,Theft-Non Auto,Motion to Revoke
58729,170383217,17007035,2019/04/29,MTR,",11378,11379(A),32,",DRUG,Narcotics,Motion to Revoke
58736,170669114,17012081,2019/04/29,MTR,",12022.1(b),459,466,496(A),594(B)1,",BURA,Burglary-Auto,Motion to Revoke
58751,180131868,18002761,2019/04/29,MTR,",11351,11351.5,11378,32,",DRUG,Narcotics,Motion to Revoke
58764,180348295,18007278,2019/04/29,MTR,",11377(A),290.011A,32,459,667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
58772,180407299,18009104,2019/04/29,MTR,",451(D),451(d),452(C),453(A),453(a),455,594(B)1,594(b)(1),",ARS,Arson,Motion to Revoke
58792,180767742,18015694,2019/04/29,MTR,",242,245(A)1,368(B)1,368(b)(1),",ASLT,Assault-Felony,Motion to Revoke
58664,190200130,19006733,2019/04/30,Felony,",12022(a)(1),12022(b)(1),182(A)1,182(a)(1),246,594(B)(2)(A),594(b)(2)(A),",GUN,Gun-Felony,New Filing
58665,190302899,19006744,2019/04/30,Misdemeanor,",166(A)4,166(a)(4),422.6(A),422.6(a),",STAY,Stay Away Violati,New Filing
58666,190307861,19006750,2019/04/30,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
58667,190307203,19006745,2019/04/30,Misdemeanor,",490.2(A),490.2(a),496(A),",THFT,Theft- Non-Auto,New Filing
58668,Z20190430-19006712,19006712,2019/04/30,Felony,",487(A),487(a),506,550(B)3,550(b)(3),786,803(c),",IF,Insurance Fraud,New Filing
58669,190306277,19006718,2019/04/30,Felony,",459,530.5C1,594(B)1,",BURR,Burglary-Resident,New Filing
58670,190306136,19006702,2019/04/30,Felony,",12500(A),23152(A),23152(B),23222(A),23222(a),2800.2(a),2800.2A,",DUI,DUI,New Filing
58671,190306681,19006741,2019/04/30,Misdemeanor,",11350(A),11350(a),21456(B),21456(b),",DRUG,Narcotics,New Filing
58672,190306318,19006709,2019/04/30,Felony,",242,273A(A),",CE,Child Endangermen,New Filing
58673,190307156,19006762,2019/04/30,Felony,",11351,11352(A),14601.1(A),21810,22500(H),26708A2,30305A1,",DRUG,Narcotics,New Filing
58674,190307598,19006751,2019/04/30,Felony,",11351,11351.5,11352(A),11378,",DRUG,Narcotics,New Filing
58675,190307281,19006732,2019/04/30,Misdemeanor,",594(B)1,",VAN,Vandalism,New Filing
58676,190219012,19006731,2019/04/30,Felony,",459,487(A),",BURC,Burglary-Commerci,New Filing
58677,190307786,19006748,2019/04/30,Felony,",11351,11352(A),12022.1(b),166(A)4,32,",DRUG,Narcotics,New Filing
58678,190307372,19006757,2019/04/30,Felony,",11351,11351.5,11353.6(b),11353.6B,11359(B),11366,11375B1,11378,1203.073(b)(1),30305A1,32310(A),",DRUG,Narcotics,New Filing
58679,190308596,19006783,2019/04/30,Felony,",451(B),451(D),452(C),453(A),",ARS,Arson,New Filing
58680,190308342,19006780,2019/04/30,Felony,",459,466,496(A),",BURA,Burglary-Auto,New Filing
58681,190308499,19006774,2019/04/30,Felony,",11351,1203.07(a)(1),",DRUG,Narcotics,New Filing
58682,190308308,19006763,2019/04/30,Felony,",459,466,496(A),",BURA,Burglary-Auto,New Filing
58683,190306227,19006705,2019/04/30,Misdemeanor,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
58684,190307695,19006753,2019/04/30,Felony,",12022(b)(1),417(A)1,422,",THRE,Threats,New Filing
58685,190271595,19006807,2019/04/30,Felony,",459,487(A),",BURA,Burglary-Auto,New Filing
58686,190308336,2515941,2019/04/30,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
58687,190306879,2516095,2019/04/30,Misdemeanor,",242,243.4E1,",SAA,Sexual Assault,New Filing
58688,190307883,2516300,2019/04/30,Misdemeanor,",10852,148(A)1,148.9(A),",VAN,Vandalism,New Filing
58697,160075640,16001744,2019/04/30,MTR,",459,466,496(A),",BURA,Burglary-Auto,Motion to Revoke
58699,160229110,16005234,2019/04/30,MTR,",242,314(1),647(A),",IE,Indecent Exposure,Motion to Revoke
58717,170122532,17002304,2019/04/30,MTR,",11364(A),12022(b)(1),148(A)1,245(A)1,245(A)4,245(a)(1),245(a)(4),417(A)1,417(a)(1),422,",ASLT,Assault-Felony,Motion to Revoke
58727,170370979,17006792,2019/04/30,MTR,",451(D),453(A),455,594(B)1,",ARS,Arson,Motion to Revoke
58753,180176933,18003770,2019/04/30,MTR,",459,496(A),530.5(A),",BURC,Burglary-Commerci,Motion to Revoke
58762,180033699,18007097,2019/04/30,MTR,",12022.1(b),459,466,496(A),",BURA,Burglary-Auto,Motion to Revoke
58786,180659519,18013564,2019/04/30,MTR,",148(A)1,148(a)(1),22810(A),459,",BURR,Burglary-Resident,Motion to Revoke
58791,180761603,18015624,2019/04/30,MTR,",12022.1(b),211,245(A)4,",ROB2,Robbery 2nd Degre,Motion to Revoke
58798,180956036,18019839,2019/04/30,MTR,",594(B)1,",VAN,Vandalism,Motion to Revoke
58805,190310109,19006830,2019/05/01,Misdemeanor,",11350(A),148(A)1,",DRUG,Narcotics,New Filing
58806,190310773,19006821,2019/05/01,Felony,",11351,11351.5,11378,1203.073(b)(1),32,",DRUG,Narcotics,New Filing
58807,190310773,19006824,2019/05/01,Felony,",11351,11351.5,11378,1203.073(b)(1),166(A)4,",DRUG,Narcotics,New Filing
58808,190310773,19006822,2019/05/01,Felony,",11351,11351.5,11378,1203.073(b)(1),166(A)4,",DRUG,Narcotics,New Filing
58809,190050418,19006829,2019/05/01,Felony,",459,594(B)1,",BURC,Burglary-Commerci,New Filing
58810,190250276,19006834,2019/05/01,Felony,",12022(b)(1),211,236,",ROB2,Robbery 2nd Degre,New Filing
58811,190310466,19006820,2019/05/01,Felony,",11351,11378,",DRUG,Narcotics,New Filing
58812,190253399,19006817,2019/05/01,Felony,",459,",BURC,Burglary-Commerci,New Filing
58813,190311511,19006876,2019/05/01,Misdemeanor,",243(B),243(b),69(A),69(a),",148,Resist/Obstruct/D,New Filing
58814,190309566,19006810,2019/05/01,Felony,",10851(A),11377(A),12500(A),12500(a),496D(A),496d(a),",AUTO,Auto Theft,New Filing
58815,190272939,19006787,2019/05/01,Felony,",459,487(A),496(A),594(B)1,",BURC,Burglary-Commerci,New Filing
58816,190308897,19006802,2019/05/01,Felony,",22810(A),485,490.2(A),490.2(a),602.1A,",THFT,Theft-Non Auto,New Filing
58817,190308756,19006782,2019/05/01,Felony,",246.3(A),25400A1,25850(A),26100(D),26100(d),",GUN,Gun-Felony,New Filing
58818,190310698,19006823,2019/05/01,Felony,",11351,11351.5,11378,32,",DRUG,Narcotics,New Filing
58819,190266712,19006826,2019/05/01,Felony,",21810,459,466,496(A),",BURC,Burglary-Commerci,New Filing
58820,190071345,19007073,2019/05/01,Felony,",459,487(A),487(a),594(B)1,594(b)(1),",BURC,Burglary-Commerci,New Filing
58821,190311260,2515990,2019/05/01,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
58822,Z20190501-19006779,19006779,2019/05/01,Misdemeanor,",23103,23152(A),23152(B),",DUI,DUI,New Filing
58823,190309215,2516231,2019/05/01,Misdemeanor,",192(C)2,",VH,Vehicular Homicid,New Filing
59369,150366675,15009738,2019/05/01,MTR,",11377(A),211,236,245(A)4,245(a)(4),",ROB2,Robbery 2nd Degre,Motion to Revoke
59406,170582873,17010447,2019/05/01,MTR,",11377(A),11378,11379(A),1203.073(b)(2),14601.1(A),21510(A),466,496(A),5200(A),",DRUG,Narcotics,Motion to Revoke
59410,170674919,17012193,2019/05/01,MTR,",211,664/211,",ROB1,Robbery 1st Degre,Motion to Revoke
59432,180139492,18002958,2019/05/01,MTR,",11377(A),484F(A),484F(B),484G(B),484I(A),484I(C),484g(b),484i(c),496(A),530.5(A),530.5(c)(3),530.5C3,537(A)2,",FRD,Fraud-Other,Motion to Revoke
59452,180510375,18010504,2019/05/01,MTR,",11377(A),11377(a),594(B)1,594(b)(1),",VAN,Vandalism,Motion to Revoke
59456,Z20180820-18012864,18012864,2019/05/01,MTR,",10851(A),12022.1(b),496D(A),",AUTO,Auto Theft,Motion to Revoke
58824,190313686,19006900,2019/05/02,Misdemeanor,",11350(A),166(A)4,",STAY,Stay Away Violati,New Filing
58825,190297422,19006859,2019/05/02,Felony,",11351,11351.5,12022.1(b),",DRUG,Narcotics,New Filing
58826,190312042,19006866,2019/05/02,Misdemeanor,",10852,11364(A),11364(a),496(A),",BURA,Burglary-Auto,New Filing
58827,190312989,19006880,2019/05/02,Misdemeanor,",490.2(A),490.2(a),",THFT,Theft- Non-Auto,New Filing
58828,190311981,19006867,2019/05/02,Felony,",12022.1(b),22810(A),22810G1,",WEA,Weapons-Non-Gun,New Filing
