ID,Incident Number,Court Number,Arrest Date,Filed Case Type,List of Filed Charges,Crime Type,Crime Description,Type
50919,Z20180531-18008428,18008428,2018/05/30,Misdemeanor,",23103,23152(A),23152(B),",DUI,DUI,New Filing
50920,180405873,18008476,2018/05/31,Misdemeanor,",240,245(A)1,245(a)(1),417(A)1,",OTHM,Other-Misdemeanor,New Filing
50921,180406605,18008486,2018/05/31,Felony,",594(B)1,602(M),",VAN,Vandalism,New Filing
50922,180393864,18008228,2018/05/31,Misdemeanor,",148(A)1,594B2A,602.5(A),602.5(a),",TRES,Trespass,New Filing
50923,180404853,18008447,2018/05/31,Felony,",11351,11351.5,11364(A),1203.07(a)(1),",DRUG,Narcotics,New Filing
50924,180404392,18008448,2018/05/31,Felony,",11351,11351.5,11378,",DRUG,Narcotics,New Filing
50925,180177715,18008461,2018/05/31,Felony,",490.2(A),490.2(a),664/459,",BURR,Burglary-Resident,New Filing
50926,180404198,18008434,2018/05/31,Misdemeanor,",242,243(E)1,243(e)(1),245(A)4,245(a)(4),",ASLT,Assault-Misdemean,New Filing
50927,180265677,18008444,2018/05/31,Felony,",11377(A),166(C)1,166(c)(1),368(B)1,368(C),368(c),422,",EAP,Elder Abuse-Physi,New Filing
50928,180404790,18008478,2018/05/31,Felony,",11377(A),594(B)1,69(A),",VAN,Vandalism,New Filing
50929,Z20180531-18008443,18008443,2018/05/31,Felony,",148(A)1,182(A)1,211,487(A),",ROB2,Robbery 2nd Degre,New Filing
50930,180404916,18008469,2018/05/31,Felony,",11357(B),11359(B),11360(B),11360A2,25400A2,25850(A),29800A1,29820(b),29820B,30305A1,626.9(B),NOTINTBL,",GUN,Gun-Felony,New Filing
50931,180406489,18008479,2018/05/31,Felony,",136.1B1,148(A)1,166(A)4,242,664/215A,69(A),",CJAC,Carjacking,New Filing
50932,180405709,18008470,2018/05/31,Felony,",30305A1,",WEA,Weapons-Non-Gun,New Filing
50933,180406382,18008485,2018/05/31,Felony,",11351,11370.1(A),11378,1203.073(b)(1),1203.073(b)(2),",DRUG,Narcotics,New Filing
50934,180404223,2509587,2018/05/31,Misdemeanor,",242,",ASLT,Assault-Misdemean,New Filing
50935,180406213,2510001,2018/05/31,Misdemeanor,",14601.2(A),14601.2(a),23152(A),23152(B),23154(A),23154(a),23538(b)(2),23577(a),23578,",DUI,DUI,New Filing
50936,130697503,13023651,2018/05/13,MTR,",11350(A),11350(a),11378,",DRUG,Narcotics,Motion to Revoke
50937,140014709,14000569,2018/05/17,MTR,",211,459,666(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
50938,140095470,14003310,2018/05/02,MTR,",166(A)4,166(a)(4),236,422,646.9(A),646.9(B),646.9(b),NOTINTBL,",STLK,Stalking,Motion to Revoke
50939,140133600,14004744,2018/05/17,MTR,",459,496(A),",BURC,Burglary-Commerci,Motion to Revoke
50940,140315892,14012131,2018/05/03,MTR,",459,485,487(A),",THFT,Theft-Non Auto,Motion to Revoke
50941,140736715,14023308,2018/05/31,MTR,",11350(A),11351,11352(A),",DRUG,Narcotics,Motion to Revoke
50942,140887299,14027616,2018/05/23,MTR,",148.9(A),148.9(a),211,245(A)4,459,459.5(a),496(A),496(a),",ROB2,Robbery 2nd Degre,Motion to Revoke
50943,150366675,15009738,2018/05/17,MTR,",11377(A),211,236,245(A)4,245(a)(4),",ROB2,Robbery 2nd Degre,Motion to Revoke
50944,150366675,15009738,2018/05/23,MTR,",11377(A),211,236,245(A)4,245(a)(4),",ROB2,Robbery 2nd Degre,Motion to Revoke
50945,150436488,15011423,2018/05/02,MTR,",243(E)1,",ASLT,Assault-Misdemean,Motion to Revoke
50946,150436488,15011423,2018/05/29,MTR,",243(E)1,",ASLT,Assault-Misdemean,Motion to Revoke
50947,150450115,15012024,2018/05/03,MTR,",12022.5(a),12022.53(b),211,214.3(A),245(A)2,245(a)(2),245.2,",ROB1,Robbery 1st Degre,Motion to Revoke
50948,Z20150606-15012729,15012729,2018/05/09,MTR,",23152(A),23152(B),23538(b)(2),23578,31,",DUI,DUI,Motion to Revoke
50949,150552608,15014176,2018/05/07,MTR,",10851(A),10851(a),",AUTO,Auto Theft,Motion to Revoke
50950,150593094,15015222,2018/05/26,MTR,",459,496(A),496(a),",BURA,Burglary-Auto,Motion to Revoke
50951,150742702,15019106,2018/05/21,MTR,",182(A)1,211,417(A)1,417(a)(1),664/211,NOTINTBL,",ROB2,Robbery 2nd Degre,Motion to Revoke
50952,150746055,15019260,2018/05/08,MTR,",148(A)1,148(a)(1),459,487(A),487(a),",BURA,Burglary-Auto,Motion to Revoke
50953,150734276,15020350,2018/05/29,MTR,",12022.1(b),459,466,496(a),530.5(E),530.5(e),594(B)(2)(A),594(B)1,594(b)(1),667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
50954,150841809,15021521,2018/05/21,MTR,",451(D),453(A),594(B)1,",ARS,Arson,Motion to Revoke
50955,150879612,15022485,2018/05/21,MTR,",21510(B),22210,",WEA,Weapons-Non-Gun,Motion to Revoke
50956,150895298,15022919,2018/05/20,MTR,",182(A)1,211,272,487(C),496(A),496(a),",ROB2,Robbery 2nd Degre,Motion to Revoke
50957,151023719,15026192,2018/05/14,MTR,",240,245(C),245(c),417(A)1,417(a)(1),",ASLT,Assault-Misdemean,Motion to Revoke
50958,151071887,15027419,2018/05/14,MTR,",211,22810(g)(1),22810G1,245(A)4,245(a)(4),",ROB2,Robbery 2nd Degre,Motion to Revoke
50959,151113172,15028263,2018/05/21,MTR,",148(A)1,20002(A),20002(a),245(A)1,245(A)4,245(C),2800.2(a),2800.2A,594(B)1,",ASLT,Assault-Felony,Motion to Revoke
50960,160062976,16001444,2018/05/01,MTR,",242,490.2(A),490.2(a),",THFT,Theft- Non-Auto,Motion to Revoke
50961,160099305,16002271,2018/05/03,MTR,",487(C),487(c),",THFT,Theft- Non-Auto,Motion to Revoke
50962,Z20160306-16004382,16004382,2018/05/02,MTR,",10851(A),10851(a),10853,12022.1(b),466,496D(A),496d(a),664/10851,",AUTO,Auto Theft,Motion to Revoke
50963,160199892,16004561,2018/05/24,MTR,",211,242,487(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
50964,160203437,16004656,2018/05/10,MTR,",490.2(A),",THFT,Theft- Non-Auto,Motion to Revoke
50965,160163552,16004744,2018/05/02,MTR,",12022.1(b),25400A2,29800A1,",GUN,Gun-Felony,Motion to Revoke
50966,160213191,16004889,2018/05/06,MTR,",11351,11351.5,11352(A),11357(B),11364(A),",DRUG,Narcotics,Motion to Revoke
50967,160218549,16005001,2018/05/21,MTR,",12022(b)(1),236,245(A)1,245(A)4,422,",ASLT,Assault-Felony,Motion to Revoke
50968,160178454,16005546,2018/05/03,MTR,",459,496(A),496(a),",BURC,Burglary-Commerci,Motion to Revoke
50969,160246829,16005649,2018/05/14,MTR,",148(A)1,459,466,496(A),",BURC,Burglary-Commerci,Motion to Revoke
50970,160263152,16006015,2018/05/11,MTR,",11359,12022.5(a),25400(a)(1),25400A1,29800A1,MTRDA,",GUN,Gun-Felony,Motion to Revoke
50971,160280338,16006453,2018/05/08,MTR,",211,245(A)4,245(a)(4),368(B)1,368(b)(1),459,",BURR,Burglary-Resident,Motion to Revoke
50972,160290202,16006694,2018/05/30,MTR,",11357(B),12022.1(b),182(A)1,459,470(A),470(D),475(C),664/467A,",FRD,Fraud-Other,Motion to Revoke
50973,160299204,16006924,2018/05/29,MTR,",242,273(A)B,273.6(A),273.6(B),273a(b),",STAY,Stay Away Violati,Motion to Revoke
50974,160348237,16008117,2018/05/14,MTR,",11364(A),459,487(A),496(A),496(a),",THFT,Theft-Non Auto,Motion to Revoke
50975,160366803,16008517,2018/05/21,MTR,",594(B)1,",VAN,Vandalism,Motion to Revoke
50976,160357329,16008996,2018/05/14,MTR,",240,242,245(A)4,422,626.6(A),646.9(A),646.9(a),664/6469A,",STLK,Stalking,Motion to Revoke
50977,160357329,16008996,2018/05/21,MTR,",240,242,245(A)4,422,626.6(A),646.9(A),646.9(a),664/6469A,",STLK,Stalking,Motion to Revoke
50978,160437307,16010102,2018/05/11,MTR,",242,245(A)4,",ASLT,Assault-Felony,Motion to Revoke
50979,160490167,16011292,2018/05/24,MTR,",236,242,243(E)1,243(e)(1),245(A)1,245(A)4,245(a)(1),245(a)(4),273.5(A),422,",ASLT,Assault-Felony,Motion to Revoke
50980,160503118,16011557,2018/05/09,MTR,",148(A)1,148(a)(1),487(A),",THFT,Theft-Non Auto,Motion to Revoke
50981,160546152,16012533,2018/05/07,MTR,",11351.5,148(A)1,21956(A),32,",DRUG,Narcotics,Motion to Revoke
50982,160564148,16012885,2018/05/17,MTR,",12022(b)(1),211,459,664/211,",ROB2,Robbery 2nd Degre,Motion to Revoke
50983,160567409,16012960,2018/05/21,MTR,",148(A)1,25400A2,25850(A),29800A1,",GUN,Gun-Felony,Motion to Revoke
50984,160581045,16013260,2018/05/04,MTR,",148(A)1,148(a)(1),243.25,273.6(A),273.6(a),368(C),368(c),422,",EAP,Elder Abuse-Physi,Motion to Revoke
50985,160589118,16013431,2018/05/22,MTR,",166(A)4,459,487(A),",BURC,Burglary-Commerci,Motion to Revoke
50986,160589384,16013451,2018/05/17,MTR,",148.9(a),148.9A,186.22(a),186.22(b)(1),186.22A,459,466,484(A),484(a),487(A),487(a),496(A),496(a),",BURA,Burglary-Auto,Motion to Revoke
50987,160610280,16013930,2018/05/13,MTR,",11351,11351.5,11379(A),135,4573.6,",DRUG,Narcotics,Motion to Revoke
50988,160612333,16014699,2018/05/21,MTR,",211,243(D),243(d),245(A)4,245(a)(4),",ROB2,Robbery 2nd Degre,Motion to Revoke
50989,160649831,16014754,2018/05/07,MTR,",11351.5,11352(A),32,",DRUG,Narcotics,Motion to Revoke
50990,160659216,16014982,2018/05/22,MTR,",243(E)1,243(e)(1),245(A)1,245(a)(1),273.5(A),273.5(a),422,594(B)(2)(A),594(b)(2)(A),",ASLT,Assault-Felony,Motion to Revoke
50991,160622934,16015196,2018/05/21,MTR,",12022(b)(1),20002(A),20002(a),211,23103(A),23103(a),245(A)4,",ROB2,Robbery 2nd Degre,Motion to Revoke
50992,160687762,16015533,2018/05/18,MTR,",11351,11351.5,11352(A),11378,1203.073(b)(5),166(A)4,",DRUG,Narcotics,Motion to Revoke
50993,160524051,16015557,2018/05/01,MTR,",459,487(A),487(a),594(B)1,594(b)(1),",BURC,Burglary-Commerci,Motion to Revoke
50994,160701237,16015816,2018/05/17,MTR,",21310,459,466,496(A),496(a),",BURA,Burglary-Auto,Motion to Revoke
50995,160722211,16016276,2018/05/08,MTR,",459,466,487(A),487(a),496(A),496(a),",BURC,Burglary-Commerci,Motion to Revoke
50996,160739727,16016633,2018/05/03,MTR,",148(A)1,459,466,667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
50997,160761441,16017074,2018/05/11,MTR,",211,459,459.5(A),459.5(a),",ROB2,Robbery 2nd Degre,Motion to Revoke
50998,Z20160923-16017235,16017235,2018/05/05,MTR,",211,459,487(A),594(B)1,",CNV,Conversion,Motion to Revoke
50999,160864766,16019058,2018/05/22,MTR,",10853,148(A)1,594(B)1,594(b)(1),",VAN,Vandalism,Motion to Revoke
51000,160875650,16019278,2018/05/02,MTR,",11350(A),11350(a),11357(C),11357(c),11378,11379(A),12022.1(b),",DRUG,Narcotics,Motion to Revoke
51001,160891957,16019557,2018/05/29,MTR,",459,496(A),",BURC,Burglary-Commerci,Motion to Revoke
51002,160900031,16019684,2018/05/12,MTR,",211,236,459,490.5,",ROB2,Robbery 2nd Degre,Motion to Revoke
51003,160932454,16020248,2018/05/17,MTR,",594(B)(2)(A),594(b)(2)(A),",VAN,Vandalism,Motion to Revoke
51004,160939381,16020382,2018/05/22,MTR,",459,487(A),487(a),496(A),",THFT,Theft-Non Auto,Motion to Revoke
51005,150542518,16020777,2018/05/15,MTR,",459,",BURC,Burglary-Commerci,Motion to Revoke
51006,160010687,16021664,2018/05/02,MTR,",466,496(A),496D(A),496d(a),",RECP,Receiving Stolen,Motion to Revoke
51007,Z20161214-16021727,16021727,2018/05/07,MTR,",459,",CNV,Conversion,Motion to Revoke
51008,160048763,16022457,2018/05/27,MTR,",459,470(A),470(a),484E(A),484G(A),484e(a),",FRD,Fraud-Other,Motion to Revoke
51009,161000735,16022695,2018/05/02,MTR,",10851(A),10851(a),4463(A),466,496D(A),496d(a),",AUTO,Auto Theft,Motion to Revoke
51010,170018094,17000336,2018/05/14,MTR,",21810,459,496(A),",BURA,Burglary-Auto,Motion to Revoke
51011,170023015,17000432,2018/05/25,MTR,",243.3,245(A)4,273A(B),273a(b),",CPA,Child Physical Ab,Motion to Revoke
51012,170052393,17001012,2018/05/25,MTR,",487(A),490.2(A),490.2(a),",THFT,Theft-Non Auto,Motion to Revoke
51013,170067671,17001309,2018/05/09,MTR,",12022.1(b),459,466,484F(B),484G(A),487(A),530.5(E),530.5C2,530.5C3,530.5E,",BURC,Burglary-Commerci,Motion to Revoke
51014,170083508,17001575,2018/05/15,MTR,",211,245(A)4,245(a)(4),",ROB2,Robbery 2nd Degre,Motion to Revoke
51015,170083166,17001577,2018/05/31,MTR,",182(A)1,272(A)1,459,466,496(A),",BURA,Burglary-Auto,Motion to Revoke
51016,170085093,17001597,2018/05/24,MTR,",451(D),451(d),453(A),594(B)1,",ARS,Arson,Motion to Revoke
51017,170112878,17002096,2018/05/21,MTR,",10851(A),466.5(A),496D(A),",AUTO,Auto Theft,Motion to Revoke
51018,170132503,17002422,2018/05/21,MTR,",490.2(A),",THFT,Theft- Non-Auto,Motion to Revoke
51019,170152896,17002775,2018/05/30,MTR,",11370.1(A),25400(a)(1),25400A1,25850(A),25850(a),",GUN,Gun-Felony,Motion to Revoke
51020,173333517,17003104,2018/05/15,MTR,",10851(A),11350(A),11377(A),11377(a),12500(A),148(A)1,2800.2A,496D(A),",AUTO,Auto Theft,Motion to Revoke
51021,170180643,17003287,2018/05/29,MTR,",422,",THFT,Theft- Non-Auto,Motion to Revoke
51022,170181384,17003301,2018/05/16,MTR,",11351,11351.5,11352(A),11532(A),32,",DRUG,Narcotics,Motion to Revoke
51023,170197290,17003611,2018/05/10,MTR,",459,",BURA,Burglary-Auto,Motion to Revoke
51024,170213755,17003898,2018/05/18,MTR,",243(c)(2),243C2,602(M),69(A),69(a),",148,Resist/Obstruct/D,Motion to Revoke
51025,170094345,17004150,2018/05/16,MTR,",459,487(A),",THFT,Theft-Non Auto,Motion to Revoke
51026,170278232,17005031,2018/05/31,MTR,",148(A)1,415(3),422,602.1(A),",THRE,Threats,Motion to Revoke
51027,170279945,17005057,2018/05/03,MTR,",11351,29800A1,30305A1,32310(A),32310(a),",GUN,Gun-Felony,Motion to Revoke
51028,170252571,17005677,2018/05/01,MTR,",211,245(A)1,245(A)4,459,667.5(c)(21),",ROB2,Robbery 2nd Degre,Motion to Revoke
51029,170331244,17006050,2018/05/11,MTR,",12022(b)(1),211,245(A)1,245(a)(1),422,490.2(A),490.2(a),",ROB2,Robbery 2nd Degre,Motion to Revoke
51030,170352604,17006465,2018/05/04,MTR,",459,",BURA,Burglary-Auto,Motion to Revoke
51031,170352604,17006465,2018/05/16,MTR,",459,",BURA,Burglary-Auto,Motion to Revoke
51032,170371739,17006801,2018/05/24,MTR,",459,496(A),",BURA,Burglary-Auto,Motion to Revoke
51033,170381653,17006998,2018/05/10,MTR,",136.1(c)(1),136.1C1,236,245(A)4,273.5(A),",ASLT,Assault-Felony,Motion to Revoke
51034,170384679,17007054,2018/05/06,MTR,",459,487(A),",CNV,Conversion,Motion to Revoke
51035,170428722,17007810,2018/05/15,MTR,",148(A)1,459,466,496(A),496(a),636.5,",BURA,Burglary-Auto,Motion to Revoke
51036,170442318,17008017,2018/05/25,MTR,",10851(A),496D(A),496D,496d(a),PAROLE,",AUTO,Auto Theft,Motion to Revoke
51037,170458484,17008285,2018/05/02,MTR,",459,466,496(A),496(a),",BURA,Burglary-Auto,Motion to Revoke
51038,170500831,17009044,2018/05/15,MTR,",452(C),452(D),452(c),452(d),594(B)1,",ARS,Arson,Motion to Revoke
51039,170536626,17009635,2018/05/15,MTR,",11350(A),12022.1(b),12022.1,148(A)1,25400(a)(2),25400A1,25400A2,25400A3,25850(A),",GUN,Gun-Felony,Motion to Revoke
51040,170444176,17009993,2018/05/02,MTR,",245(A)4,245(a)(4),422,490.5(A),664/211,",ASLT,Assault-Felony,Motion to Revoke
51041,170580811,17010468,2018/05/29,MTR,",203,236,242,243(D),245(A)1,245(A)4,",ASLT,Assault-Felony,Motion to Revoke
51042,170590133,17010557,2018/05/03,MTR,",11352(A),32,",DRUG,Narcotics,Motion to Revoke
51043,170624867,17011219,2018/05/08,MTR,",11351,11352(A),PAROLE,",DRUG,Narcotics,Motion to Revoke
51044,170639747,17011519,2018/05/01,MTR,",245(A)1,245(A)4,",ASLT,Assault-Felony,Motion to Revoke
51045,170670785,17012103,2018/05/09,MTR,",166(A)4,166(a)(4),",STAY,Stay Away Violati,Motion to Revoke
51046,170676937,17012223,2018/05/17,MTR,",245(A)1,245(A)4,245(a)(1),245(a)(4),417(A)1,417(a)(1),",ASLT,Assault-Felony,Motion to Revoke
51047,170641560,17012486,2018/05/14,MTR,",487(A),",THFT,Theft-Non Auto,Motion to Revoke
51048,170694268,17012571,2018/05/02,MTR,",32,459,",BURA,Burglary-Auto,Motion to Revoke
51049,170699519,17012665,2018/05/29,MTR,",10851(A),496(A),496D(A),496d(a),",AUTO,Auto Theft,Motion to Revoke
51050,170755791,17013704,2018/05/25,MTR,",459,466,594(B)1,",BURA,Burglary-Auto,Motion to Revoke
51051,170594458,17013865,2018/05/11,MTR,",459,466,",BURR,Burglary-Resident,Motion to Revoke
51052,170763813,17013886,2018/05/03,MTR,",12022.6(a)(2),182(A)1,459,466,487(A),",BURA,Burglary-Auto,Motion to Revoke
51053,170776850,17014070,2018/05/15,MTR,",245(A)1,245(A)4,",ASLT,Assault-Felony,Motion to Revoke
51054,170784869,17014205,2018/05/10,MTR,",11351,11370.1(A),11370.1(a),11378,12022(a)(1),12022(c),148.9(B),148.9(b),25400A2,25850(A),29800A1,",GUN,Gun-Felony,Motion to Revoke
51055,170801877,17014494,2018/05/22,MTR,",12022(b)(1),211,422,459,487(A),496(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
51056,Z20171010-17014922,17014922,2018/05/02,MTR,",11351.5,166(A)4,",CNV,Conversion,Motion to Revoke
51057,170828893,17014959,2018/05/14,MTR,",12022(b)(1),12022.7(a),203,236,243(D),245(A)1,422,",ASLT,Assault-Felony,Motion to Revoke
51058,170836404,17015088,2018/05/03,MTR,",11351,11351.5,11352(A),11352(a),11378,12022.1(b),",DRUG,Narcotics,Motion to Revoke
51059,170878575,17015867,2018/05/21,MTR,",594(B)1,594(b)(1),PAROLE,",VAN,Vandalism,Motion to Revoke
51060,170913228,17016516,2018/05/22,MTR,",20170(A),211,242,245(A)4,245(a)(4),664/211,",ROB2,Robbery 2nd Degre,Motion to Revoke
51061,170926390,17016740,2018/05/20,MTR,",459,487(A),",BURC,Burglary-Commerci,Motion to Revoke
51062,170935670,17016922,2018/05/21,MTR,",211,245(A)4,245(a)(4),",ROB2,Robbery 2nd Degre,Motion to Revoke
51063,170957765,17017439,2018/05/02,MTR,",166(A)4,166(C)1,166(c)(1),243(E)1,",ASLT,Assault-Misdemean,Motion to Revoke
51064,170964118,17017577,2018/05/02,MTR,",487(A),",THFT,Theft-Non Auto,Motion to Revoke
51065,170971276,17017684,2018/05/02,MTR,",211,459,490.2(A),490.2(a),667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
51066,170982364,17017973,2018/05/14,MTR,",496(A),602(M),602(m),",RECP,Receiving Stolen,Motion to Revoke
51067,170980512,17018324,2018/05/08,MTR,",12022.1(b),459,",BURA,Burglary-Auto,Motion to Revoke
51068,171037029,17018966,2018/05/30,MTR,",459,496(A),496(a),",BURC,Burglary-Commerci,Motion to Revoke
51069,171055968,18000026,2018/05/13,MTR,",459,496(A),496(a),",BURR,Burglary-Resident,Motion to Revoke
51070,180009265,18000225,2018/05/11,MTR,",417(A)1,594(B)1,594(b)(1),594.2(A),594.2(a),",VAN,Vandalism,Motion to Revoke
51071,180029611,18000640,2018/05/14,MTR,",236,243.25,245(A)4,245(a)(4),368(B)1,368(C),368(c),422,",EAP,Elder Abuse-Physi,Motion to Revoke
51072,180037028,18000809,2018/05/30,MTR,",459,466,",BURA,Burglary-Auto,Motion to Revoke
51073,180039397,18000852,2018/05/25,MTR,",487(A),",THFT,Theft-Non Auto,Motion to Revoke
51074,180054388,18001190,2018/05/11,MTR,",148(A)1,211,459,496(A),69(A),69(a),",ROB2,Robbery 2nd Degre,Motion to Revoke
51075,180081564,18001707,2018/05/31,MTR,",211,459,",ROB2,Robbery 2nd Degre,Motion to Revoke
51076,180082045,18001723,2018/05/15,MTR,",148(A)1,459,",BUR,Burglary,Motion to Revoke
51077,180114187,18003377,2018/05/29,MTR,",459,496(A),",BUR,Burglary,Motion to Revoke
51078,180247142,18005244,2018/05/21,MTR,",459,484E(D),484F(B),484G(A),484e(d),484f(b),484g(a),487(A),487(a),",FRD,Fraud-Other,Motion to Revoke
51079,180328190,18006922,2018/05/05,MTR,",12022.1(b),12022.7(e),136.1B2,166(C)1,203,236,243(D),245(A)4,245(a)(4),273.5(A),273.5(a),273.6(A),NOTINTBL,",ASLT,Assault-Felony,Motion to Revoke
51080,160143190,2492356,2018/05/09,MTR,",459.5(A),490.2(A),602(O),",THFT,Theft- Non-Auto,Motion to Revoke
51081,160386130,2495051,2018/05/25,MTR,",490.2A,",THFT,Theft- Non-Auto,Motion to Revoke
51082,170441649,2503203,2018/05/22,MTR,",490.2(A),",THFT,Theft- Non-Auto,Motion to Revoke
51083,Z20171017-02505826,2505826,2018/05/31,MTR,",11360(A),",CNV,Conversion,Motion to Revoke
51084,180104724,2508193,2018/05/17,MTR,",242,",ASLT,Assault-Misdemean,Motion to Revoke
51085,180406821,18008490,2018/06/01,Felony,",11350(A),11351,11352(A),11364(A),11364,11378,11379(A),12500(A),14601.1(A),5200,",DRUG,Narcotics,New Filing
51086,180406940,18008501,2018/06/01,Misdemeanor,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
51087,170776640,18008521,2018/06/01,Felony,",25400(a)(1),25400A1,25850(A),25850(a),29800(a)(1),29800A1,",GUN,Gun-Felony,New Filing
51088,180409100,18008522,2018/06/01,Felony,",21310,242,368(B)1,417(A)1,",WEA,Weapons-Non-Gun,New Filing
51089,180408805,18008518,2018/06/01,Misdemeanor,",148.9(A),148.9(a),242,",ASLT,Assault-Misdemean,New Filing
51090,180408560,18008515,2018/06/01,Felony,",11351,11370.1(A),12022(c),30605(A),32310(A),",GUN,Gun-Felony,New Filing
51091,180408548,18008511,2018/06/01,Misdemeanor,",11350(A),11350(a),148(A)1,148.9(A),25620(A),",DRUG,Narcotics,New Filing
51092,180364536,18008500,2018/06/01,Felony,",594(B)1,594(b)(1),594B1,",VAN,Vandalism,New Filing
51093,180407982,18008514,2018/06/01,Misdemeanor,",22610(A),594(B)(2)(A),594(b)(2)(A),",VAN,Vandalism,New Filing
51094,180408112,18008505,2018/06/01,Felony,",459,466,496(A),496(a),",BUR,Burglary,New Filing
51095,180408770,18008523,2018/06/01,Felony,",12022.7(a),243(D),368(B)1,",EAP,Elder Abuse-Physi,New Filing
51096,180405839,18008713,2018/06/01,Felony,",12022.1(b),459,594(B)1,",BURR,Burglary-Resident,New Filing
51097,180000809,18008489,2018/06/01,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
51098,181049030,18008503,2018/06/01,Misdemeanor,",11350(A),",DUI,DUI,New Filing
51099,180406871,2510874,2018/06/01,Misdemeanor,",602(K),",TRES,Trespass,New Filing
51100,180316189,18008540,2018/06/02,Felony,",11350(A),4573,",DRUG,Narcotics,New Filing
51101,180409358,18008539,2018/06/02,Felony,",10851(a),12022.1(b),14610A1,459,466,496d(a),594B2A,",BURA,Burglary-Auto,New Filing
51102,180411002,18008570,2018/06/02,Felony,",211,242,490.2(A),",ROB2,Robbery 2nd Degre,New Filing
51103,180410189,18008551,2018/06/02,Felony,",11351,11375B1,11378,",DRUG,Narcotics,New Filing
51104,180314713,18008565,2018/06/02,Felony,",242,459,487(A),",BURC,Burglary-Commerci,New Filing
51105,180409530,18008572,2018/06/02,Felony,",245(A)4,",ASLT,Assault-Felony,New Filing
51106,180409790,18008559,2018/06/02,Felony,",11351.5,12022.1(b),",DRUG,Narcotics,New Filing
51107,180410731,18008567,2018/06/02,Misdemeanor,",11364(A),490.2(A),",THFT,Theft- Non-Auto,New Filing
51108,180411187,18008582,2018/06/02,Felony,",21310,22610(A),",WEA,Weapons-Non-Gun,New Filing
51109,180409665,18008543,2018/06/02,Felony,",12022.1(b),211,245(A)4,496(A),496(a),",ROB2,Robbery 2nd Degre,New Filing
51110,180410101,18008549,2018/06/02,Felony,",1192.7(c)(19),1192.7(c)(23),12022(b)(1),12022.1(b),368(B)1,368(b)(1),664/211,",ROB2,Robbery 2nd Degre,New Filing
51111,180410941,18008571,2018/06/02,Felony,",240,243(E)1,243(e)(1),",ASLT,Assault-Felony,New Filing
51112,180411024,18008581,2018/06/02,Felony,",148.9(A),496(A),496(a),530.5(c)(3),530.5C3,",FRD,Fraud-Other,New Filing
51113,180410888,18008584,2018/06/02,Felony,",187(A),",HOMI,Homicide,New Filing
51114,180410424,18008568,2018/06/02,Felony,",25400A1,25400A2,25850(A),29800A1,29820(B),30305A1,",GUN,Gun-Felony,New Filing
51115,180409706,18008552,2018/06/02,Felony,",1192.7(c)(19),211,487(C),667.5(c)(9),",ROB2,Robbery 2nd Degre,New Filing
51116,180409972,18008564,2018/06/02,Misdemeanor,",23152(A),23152(B),23538(b)(2),",DUI,DUI,New Filing
51117,Z20180602-18008535,18008535,2018/06/02,Misdemeanor,",14601.1(A),23152(A),23152(B),23578,",DUI,DUI,New Filing
51118,180409433,2510671,2018/06/02,Misdemeanor,",10852,",OTHM,Other-Misdemeanor,New Filing
51119,Z20180602-18008538,18008538,2018/06/02,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
51120,180413995,18008652,2018/06/03,Felony,",290.012A,",290,290 Failure to Re,New Filing
51121,180412765,18008615,2018/06/03,Misdemeanor,",166(C)1,166(c)(1),273.6(A),",STAY,Stay Away Violati,New Filing
51122,180413365,18008637,2018/06/03,Misdemeanor,",166(C)1,166(c)(1),242,243(E)1,",ASLT,Assault-Misdemean,New Filing
51123,180412505,18008601,2018/06/03,Misdemeanor,",236,243(E)1,",ASLT,Assault-Misdemean,New Filing
51124,180412890,18008609,2018/06/03,Felony,",11351,11351.5,11375B1,22400(A),5200(A),5200(a),NOTINTBL,",DRUG,Narcotics,New Filing
51125,180383940,18008618,2018/06/03,Felony,",459,602(M),",BURR,Burglary-Resident,New Filing
51126,180413268,18008631,2018/06/03,Felony,",12022.1(b),148(A)1,148(a)(1),243(B),594(B)(2)(A),594(B)1,69(A),",ASLT,Assault-Felony,New Filing
51127,180413575,18008647,2018/06/03,Misdemeanor,",148(A)1,245(A)1,245(a)(1),",ASLT,Assault-Misdemean,New Filing
51128,180413622,18008638,2018/06/03,Misdemeanor,",21810,22810(A),22810(a),",WEA,Weapons- Non-Gun,New Filing
51129,180319832,18008628,2018/06/03,Felony,",459,",BURC,Burglary-Commerci,New Filing
51130,180413042,18008634,2018/06/03,Felony,",12022.5(a),12022.5A,245(A)2,245(A)4,25850(A),417(A)2,417A2B,422,",ASLT,Assault-Felony,New Filing
51131,Z20180603-18008587,18008587,2018/06/03,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
